CODIGO,NOMBRE,NOMBRE PROVEEDOR,OBSERVACIONES,MEDIDA,CODIGO DE BARRAS,COD REFERENCIA
999005191,ARNES BLASER 2.0 MARRON,"BLASER OUTDOOR GROUP, SL",,,"4,07E+12",80416063
51525163,ARNES BUTLER CREEK BINO CADY PARA BINOCULAR,"BORCHERS, SA",,,51525161233,16123
733683700,ARNES HARKILA PARA BINOCULARES CAMO T/UNI,OUTFIT INTERNATIONAL AS,,,"5,71E+12","1,11E+12"
401080000,ARNES HARKILA PARA BINOCULARES VERDE T/UNI,OUTFIT INTERNATIONAL AS,,,"5,71E+12","1,08E+12"
4646684,ARNES HIKMICRO PARA BINOCULAR,"COMERCIAL EL CALDEN, SL",,,"6,97E+12",HM-942
3042059,ARNES LEICA NEOPRENE STRAP SPORT OLIVE,"LEICA CAMERA IBERIA, SL",,,3042059,420-59
229101320,ARNES STEINER PARA PRISMATICO,"BERETTA BENELLI IBERICA, SA",,,"8,40E+11",76900000
325101591,ARNES SWAROVSKI PARA BINOCULARES,"J. ESTELLER, SL",,,"9,01E+12","7,08E+11"
6700120,ARO PORTA CRISTAL PISTOLA 37MM,"BORCHERS, SA",,,"6,20E+11",
INTERCOMU,ARTICULO COMPRA INTRACOMUNITARIA,INNOGUN GMBH,,,INTRACOMUNITARIO,
123456789,ARTICULO GENERICO,,,,19000340OL0000,
CASSSSSSS,ARTICULO GENERICO,,,,CASSSSSSS,
BBBBBBBB1,ARTICULO GENERICO,,,,BBBBBBBBB,
543029232,ASIENTO HART SEAT CUSHION-C BROWN,"SUMINISTROS EVIA, SL",MARRON,,"8,43E+12",XHSCB
538300788,ATRAYENTE BLACK FIRE CORN,"COMERCIAL EL CALDEN, SL",,,"3,83E+12",BF003
383007886,ATRAYENTE BLACK FIRE ESPECIAL,"COMERCIAL EL CALDEN, SL",,,"3,83E+12",BF-002C
383007889,ATRAYENTE BLACK FIRE ORIGINAL,"COMERCIAL EL CALDEN, SL",,0.500KG,"3,83E+12",BF-001C
0NH10006C,ATRAYENTE NATURAL NATURHUNT LIQUIDO 1L,"J. ESTELLER, SL",,,0NH10006C,NT003
0NH10005C,ATRAYENTE NATURAL NATURHUNT LIQUIDO 500ML,"J. ESTELLER, SL",,,0NH10005C,NT001
0NH10004C,ATRAYENTE NATURAL NATURHUNT SPRAY 500ML,"J. ESTELLER, SL",,,0NH10004C,NT004
NH1005-C,ATRAYENTE NATURHUNT ADITIVO 500ML,"J. ESTELLER, SL",,,,NT001
659209526,ATRAYENTE NATURHUNT GRANULADO 3KG,"J. ESTELLER, SL",,,"8,44E+12",NT002
30463031,ATRAYENTE NATURHUNT HERBAL 500ML,"J. ESTELLER, SL",,,"8,44E+12",NT006
30463048,ATRAYENTE NATURHUNT RED 500ML,"J. ESTELLER, SL",,,"8,44E+12",NT005
23614759,AURICULAR BROWNING COMPACT,"AGUIRRE Y CIA, SA",,,23614751939,5173
869161711,AURICULAR MIDLAND MA 21L,"COMERCIAL EL CALDEN, SL",,,"8,01E+12",C70907
869204562,AURICULAR MIDLAND MA 21LK PRO,"COMERCIAL EL CALDEN, SL",,,"8,01E+12",C149601
869204579,AURICULAR MIDLAND MA 31L PRO,"COMERCIAL EL CALDEN, SL",,,"8,01E+12",C1497
869200977,AURICULAR MIDLAND MA21 LKi,"COMERCIAL EL CALDEN, SL",,,"8,01E+12",C1306
0000RH112,AUYENTADOR DIGITAL MUNDISOUND,"CANTOS DE PAJAROS DIGITALES, SL",,,0000RH112,RH112
AMBULANCI,Ambulancia campo de tiro,,,,AMBULANCI,
76683002,BALA 17 HMR CCI FMJ 20gr,"BERETTA BENELLI IBERICA, SA",,,76683000552,
574207668,BALA 17 HMR CCI GAMEPOINT JSP 20gr,"BERETTA BENELLI IBERICA, SA",,,76683000521,5904010
76683001,BALA 17 HMR CCI V-MAX 17gr,"BERETTA BENELLI IBERICA, SA",,,76683000491,5904020
465057275,BALA 17 HMR FEDERAL HORNADY V-MAX 17gr,"BORCHERS, SA",,,29465057275,5902902
90255832,BALA 17 HMR HORNADY 17gr,"ARDESA, SA",,,90255831702,032-83170
90255836,BALA 17 HMR HORNADY XTP 20gr,"ARDESA, SA",,,90255831726,032-83172
47700019,BALA 17 HMR REMINGTON ACUTIP 17gr,"BORCHERS, SA",,,47700010809,5400130
47700493,BALA 17 HMR REMINGTON PSP 20gr,"BORCHERS, SA",,,47700495903,5400129
20892101,BALA 17 HMR WINCHESTER 20gr,"AGUIRRE Y CIA, SA",,,20892102521,
28214,BALA 17HMR WINCHESTER VARMINT 17GR,"AGUIRRE Y CIA, SA",,,20892102491,
859069030,BALA 22 HORNET SELLIER BELLOT SP 45gr,"SPORT JADG, SL",,,"8,59E+12",
683000217,BALA 22 LR CCI BLAZER 40gr,"BERETTA BENELLI IBERICA, SA",,,76683000217,
683000316,BALA 22 LR CCI MINI MAG 36gr (100 uds),"BORCHERS, SA",,,76683000316,5903040
683000309,BALA 22 LR CCI MINI MAG 40gr (100 uds),"BORCHERS, SA",,,76683000309,5903015
683000354,BALA 22 LR CCI STD VELOCITY LRN 40gr,"BORCHERS, SA",,,76683000354,5903010
683000569,BALA 22 LR CCI SUBSONIC 40gr (100 uds),"BORCHERS, SA",,,76683000569,
465057152,BALA 22 LR FEDERAL CHAMPION 40gr,"BORCHERS, SA",,,29465057152,5902808
544619492,BALA 22 LR FEDERAL CHAMPION HV SOLID 40gr,"BORCHERS, SA",,,"6,05E+11",5902808
294185991,BALA 22 LR GECO SEMI AUTO 40gr,"NOBEL SPORT ESPAÑA, SAU",,,"4,00E+12",
294132889,BALA 22 LR RWS CLUB 40gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",RWSMNN010012
294132445,BALA 22 LR RWS PISTOL MATCH 40gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
MNN010005,BALA 22 LR RWS R-100,"BERETTA BENELLI IBERICA, SA",,,MNN010005,RWSMNN01005
294134180,BALA 22 LR RWS R-50,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",RWSMNN010003
MNN010004,BALA 22 LR RWS SPECIAL MATCH 40gr,"BERETTA BENELLI IBERICA, SA",,,MNN010004,RWSMNN010004
MNN010001,BALA 22 LR RWS SUBSONIC,"BERETTA BENELLI IBERICA, SA",,,,RWSMNN010001
45421148,BALA 22 LR SK PISTOL MATCH,"CACICAMBRA, LTDA",,,"4,02E+12",
402304547,BALA 22 LR SK RIFLE MATCH,"BORI SPORT, SL",,,"4,02E+12",
402304548,BALA 22 LR SK STANDARD PLUS,"BORI SPORT, SL",,,"4,02E+12",
892102026,BALA 22 LR WINCHESTER SP HP 37gr (100 uds),"AGUIRRE Y CIA, SA",,,20892102026,6046
20892107,BALA 22 LR WINCHESTER SUBSONIC 42gr,"AGUIRRE Y CIA, SA",,,20892103337,
892102002,BALA 22 LR WINCHESTER SUPER X 40gr (100 uds),"AGUIRRE Y CIA, SA",,,20892102002,29800
90255830,BALA 22 MAG HORNADY 30gr,"ARDESA, SA",,,90255832020,032-83202
700008202,BALA 22 MAG REMINGTON PSP 40 GRS,"BORCHERS, SA",,,47700008202,5420450
294133077,BALA 22 MAG RWS MANUM SP 40gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
536509025,BALA 22-250 HORNADY VARMINT EXPRESS 55gr,"ARDESA, SA",,,90255383379,
923320687,BALA 22-250 NORMA TIPSTRIKE 55gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
47700360,BALA 22-250 REMINGTON ACCUTIP-V 50gr,"BORCHERS, SA",,,47700366500,
47700058,BALA 22-250 REMINGTON PSP 55gr,"BORCHERS, SA",,,47700051208,
643805393,BALA 22-250 SAKO GAMEHEAD 55gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000013
53999790,BALA 22-250 SAKO GAMEHEAD SP 50gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000012
20892209,BALA 22-250 WINCHESTER VARMINT 55gr,"AGUIRRE Y CIA, SA",,,20892200029,
542340294,BALA 222 FEDERAL SOFT POINT 50gr,"BORCHERS, SA",,,29465084158,
255383164,BALA 222 HORNADY V-MAX 50 GR,"ARDESA, SA",,,90255383164,032-8316
923157214,BALA 222 NORMA JAKTMATCH 50gr (50 uds),"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
665869739,BALA 222 NORMA SP 62gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
3812289,BALA 222 PPU SP 50gr,"SKYWAY TECHNOLOGY, SA",,,"8,61E+12",
47700059,BALA 222 REMINGTON CORE LOKT 50gr,,,,47700050409,
643805394,BALA 222 REMINGTON MAG SAKO GAMEHEAD 55gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000010
669400029,BALA 222 RWS TM 50gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
53999905,BALA 222 SAKO GAMEHEAD SP 50gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000003
53999899,BALA 222 SAKO GAMEHEAD SP 55gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000004
370054622,BALA 222 SOLOGNE SUBSONICA 45gr,"NOBEL SPORT ESPAÑA, SAU",,,"3,70E+12",
892200289,BALA 222 WINCHERSTER SUPER X,"AGUIRRE Y CIA, SA",,,20892200289,57
716876024,BALA 243 BARNES TSX BT 80gr,"BORCHERS, SA",,,"7,17E+11",
354029465,BALA 243 FEDERAL CLASSIC SP 100gr,"BORCHERS, SA",,,29465084288,5900202
44689808,BALA 243 FEDERAL ELD-X 90GR,"BORCHERS, SA",,,"6,05E+11",5900200
29465091,BALA 243 FEDERAL FUSION 95GR,,,,29465097851,5900212
540002941,BALA 243 GECO EXPRESS 76gr,"NOBEL SPORT ESPAÑA, SAU",,,"4,00E+12",
294123405,BALA 243 GECO SP 105gr,"NOBEL SPORT ESPAÑA, SAU",,,"4,00E+12",461213401
90255808,BALA 243 HORNADY SUPERFORMANCE SST 95gr,"ARDESA, SA",,,90255804638,032-80463
923160122,BALA 243 NORMA NOSLER BST 90gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
543739392,BALA 243 NORMA SP 100gr,,,,"7,39E+12",
923320632,BALA 243 NORMA TIPSTRIKE 76gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
812340,BALA 243 PPU SP 100 GR,"ARMERIA A. IZQUIERDO, SL",,,"8,61E+12","8,61E+12"
47700363,BALA 243 REMINGTON ACCUTIP 95gr,"BORCHERS, SA",,,47700360003,
700051901,BALA 243 REMINGTON CORE LOKT 100gr,"BORCHERS, SA",,,47700051901,5400060
700409801,BALA 243 REMINGTON CORE LOKT TIPPED 95gr,"BORCHERS, SA",,,47700409801,5400095
254000294,BALA 243 RWS KS 96gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
723540002,BALA 243 RWS T-MANTEL 100gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
643805310,BALA 243 SAKO GAMEHEAD PRO TIPPED SP 90gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000207
53996874,BALA 243 SAKO GAMEHEAD SP 100gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000017
690330812,BALA 243 SELLIER BELLOT SP 100gr,"SPORT JADG, SL",,,"8,59E+12",
502089221,BALA 243 WINCHESTER BALLISTIC SILVERTIP 95gr,"AGUIRRE Y CIA, SA",,,20892210707,
20892226,BALA 243 WINCHESTER EXTREME POINT 95gr,"AGUIRRE Y CIA, SA",,,20892222946,3895
892200043,BALA 243 WINCHESTER POWER POINT 100gr,"AGUIRRE Y CIA, SA",,,20892200043,59
798042746,BALA 25 AUTO MAGTECH FMJ 50gr,"ARDESA, SA",,,"7,89E+12",
690310029,BALA 25 AUTO SELLIER BELLOT FMJ 50gr,"SPORT JADG, SL",,,"8,59E+12",
700052105,BALA 25-06 REMINGTON REMINGTON PSP 100gr,"BORCHERS, SA",,,47700052106,
55813647,BALA 257 WBY HORNADY PRECISION HUNTER ELD-X 110 GR,"ARDESA, SA",,,90255813647,032-81364
739392336,BALA 257 WBY NORMA SP 100gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12","7,39E+12"
923331522,BALA 257 WBY NORMA WHITETAIL 100gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",402016612
876027033,BALA 270 BARNES TIPPED TSX BT 130gr,"BORCHERS, SA",,,"7,17E+11",5465010
29465094,BALA 270 FEDERAL NOSLER ACCUBOND 140gr,"BORCHERS, SA",,,29465096434,
29465086,BALA 270 FEDERAL POWER SHOK 130gr,"BORCHERS, SA",,,29465084356,
604544685,BALA 270 FEDERAL PREMIUM ELD-X 145gr,"BORCHERS, SA",,,"6,05E+11",5900274
465084929,BALA 270 FEDERAL PREMIUM NOSLER PARTITION 150gr,"BORCHERS, SA",,,29465084929,
460454465,BALA 270 FEDERAL SWIFT SCIROCCO 130gr,"BORCHERS, SA",,,"6,05E+11",5900266
604544658,BALA 270 FEDERAL TERMINAL ASCENT 136gr,"BORCHERS, SA",,,"6,05E+11",
465099589,BALA 270 FEDERAL TROPHY BONDED 130gr,"BORCHERS, SA",,,29465099589,
565465062,BALA 270 FEDERAL TROPHY BONDED 140gr,"BORCHERS, SA",,,29465064112,
29465062,BALA 270 FEDERAL TROPHY COPPER 130gr,"BORCHERS, SA",,,29465063412,
294178368,BALA 270 GECO EXPRESS 130gr,"NOBEL SPORT ESPAÑA, SAU",,,"4,00E+12",4612317836
294178375,BALA 270 GECO PLUS 150gr,"NOBEL SPORT ESPAÑA, SAU",,,"4,00E+12",
445440002,BALA 270 GECO T-MANTEL 140gr,"NOBEL SPORT ESPAÑA, SAU",,,"4,00E+12",4612317822
90255809,BALA 270 HORNADY PRECISION HUNTER ELD-X 145gr,"ARDESA, SA",,,90255805369,032-80536
860902558,BALA 270 HORNADY SUPERFORMANCE SST 130gr,"ARDESA, SA",,,90255805437,032-80543
509025580,BALA 270 HORNADY SUPERFORMANCE SST 140gr,"ARDESA, SA",,,90255805635,032-80563
697393923,BALA 270 NORMA TIPSTRIKE 140gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",4000169292
973939231,BALA 270 NORMA VULKAN 156gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
923325309,BALA 270 NORMA WHITETAIL 130gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",4000169562
54041605,BALA 270 NOSLER TRHOPY GRADE ACCUBOND 130gr,"BORCHERS, SA",,,54041600255,
700052908,BALA 270 REMINGTON CORE LOKT PSP 130gr,"BORCHERS, SA",,,47700052908,5400230
700053103,BALA 270 REMINGTON CORE LOKT SP 150gr,"BORCHERS, SA",,,47700053103,5400250
504770041,BALA 270 REMINGTON CORE LOKT TIPPED 130gr,"AGUIRRE Y CIA, SA",,,47700412306,5400254
532544000,BALA 270 RWS EVO 154gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
984000200,BALA 270 RWS EVO GREEN 96gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
964000294,BALA 270 RWS KS 150gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
294074325,BALA 270 RWS ST PRO 140gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
654643805,BALA 270 SAKO GAMEHEAD PRO TIPPED SP 140gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000116
6438053,BALA 270 SAKO HAMMERHEAD 156GR,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000030
M00230000,BALA 270 SAX KJG 95.7gr,PROVEDORES VARIOS,,,M00230000,
747115425,BALA 270 WBY HORNADY TTSX 130gr,,,,"7,47E+11",
115020287,BALA 270 WBY WEATHERBY NOSLER PARTITION 150gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,47E+11",
460208922,BALA 270 WINCHESTER BALLISTIC SILVERTIP 130gr,"AGUIRRE Y CIA, SA",,,20892210226,23202
20892220,BALA 270 WINCHESTER EXTREME POINT 130gr,"AGUIRRE Y CIA, SA",,,20892222960,
20892207,BALA 270 WINCHESTER POWER POINT 130gr,"AGUIRRE Y CIA, SA",,,20892200067,62
520208922,BALA 270 WINCHESTER POWER POINT 150gr,"AGUIRRE Y CIA, SA",,,20892200050,64
876127054,BALA 270 WSM BARNES TSX BT 140gr,"BORCHERS, SA",,,"7,17E+11",5465014
544659375,BALA 270 WSM FEDERAL TERMINAL ASCENT 136gr,"BORCHERS, SA",,,"6,05E+11",
294178238,BALA 270 WSM GECO SP 140gr,"NOBEL SPORT ESPAÑA, SAU",,,"4,00E+12",
255805581,BALA 270 WSM HORNADY HUNTER PRECISION ELD-X 145gr,"ARDESA, SA",,,90255805581,032-80558
923169323,BALA 270 WSM NORMA ORYX 150gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",4000169322
739392331,BALA 270 WSM NORMA TIPSTRIKE 140gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",4000169532
923169354,BALA 270 WSM NORMA VULKAN 156gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",4000169352
923332260,BALA 270 WSM NORMA WHITETAIL 270 130gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",4000169562
294188633,BALA 270 WSM RWS EVO GREEN 96gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
294192067,BALA 270 WSM RWS HIT GREEN 130gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
0000m0051,BALA 270 WSM SAX KJG-SR 94 gr,"J. ESTELLER, SL",,,M0051,M0051
892222984,BALA 270 WSM WINCHESTER EXTREME POINT 130gr,"AGUIRRE Y CIA, SA",,,20892222984,3897
20892215,BALA 270 WSM WINCHESTER POWER POINT 150gr,"AGUIRRE Y CIA, SA",,,20892213395,
465085810,BALA 280 FEDERAL POWER SHOCK SP 150gr,"BORCHERS, SA",,,29465085810,
294117589,BALA 280 GECO SP 165gr,"NOBEL SPORT ESPAÑA, SAU",,,"4,00E+12",
90255810,BALA 280 HORNADY PRECISION HUNTER ELD-X 150gr,"ARDESA, SA",,,90255815870,
923320694,BALA 280 NORMA TIPSTRIKE 160gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
700053301,BALA 280 REMINGTON CORE LOKT SP 165gr,"BORCHERS, SA",,,47700053301,5400350
876030682,BALA 30-06 BARNES TTSX BT 180gr,"BORCHERS, SA",,,"7,17E+11",5465060
80414720,BALA 30-06 BLASER CDB 165GR,"BLASER OUTDOOR GROUP, SL",,,"4,00E+12",80414720
29465098,BALA 30-06 FEDERAL FUSION 180gr,"BORCHERS, SA",,,29465097998,
544695205,BALA 30-06 FEDERAL FUSION TIPPED 180gr,"BORCHERS, SA",,,"6,05E+11",
465084691,BALA 30-06 FEDERAL NOSLER PARTITION 180gr,"BERETTA BENELLI IBERICA, SA",,,29465084691,5900512
29465085,BALA 30-06 FEDERAL POWER SHOK 180gr,"BORCHERS, SA",,,29465084585,5900514
604544615,BALA 30-06 FEDERAL POWER SHOK COPPER 150gr,"BORCHERS, SA",,,"6,05E+11",
465099565,BALA 30-06 FEDERAL TROPHY BONDED TIP 165gr,"BORCHERS, SA",,,29465099565,
762344703,BALA 30-06 FIOCCHI 165GR G. KIG HPBT,"BORCHERS, SA",,,"7,62E+11",
473440002,BALA 30-06 GECO EXPRESS 165gr,"NOBEL SPORT ESPAÑA, SAU",,,"4,00E+12",4612317806
294178078,BALA 30-06 GECO PLUS 170gr,"NOBEL SPORT ESPAÑA, SAU",,,"4,00E+12",
452440002,BALA 30-06 GECO T-MANTEL SP 170gr,"NOBEL SPORT ESPAÑA, SAU",,,"4,00E+12",4612123320
90255811,BALA 30-06 HORNADY CUSTOM INTERLOCK 180gr,"ARDESA, SA",,,90255811827,
90255812,BALA 30-06 HORNADY PRECISON HUNTER ELD-X 178gr,"ARDESA, SA",,,90255811742,
520902558,BALA 30-06 HORNADY SUPERFOMANCE SST 180gr,"ARDESA, SA",,,90255811834,032-81183
509025581,BALA 30-06 HORNADY SUPERFORMANCE SST 150gr,"ARDESA, SA",,,90255810936,032-81093
90255817,BALA 30-06 HORNADY SUPERFORMANCE SST 165gr,"ARDESA, SA",,,90255811537,032-81153
90255814,BALA 30-06 HORNADY WHITETAIL SP 180gr,"ARDESA, SA",,,90255810844,
923176482,BALA 30-06 NORMA ALASKA 180gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
923322117,BALA 30-06 NORMA BONDSTRIKE 180gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
657393923,BALA 30-06 NORMA ORYX 180gr,,,,"7,39E+12",4000174742
923176772,BALA 30-06 NORMA ORYX BONDED 200gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
739392316,BALA 30-06 NORMA PDC 180gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",4000176532
473939233,BALA 30-06 NORMA TIPSTRIKE 170gr,,,,"7,39E+12",
739392318,BALA 30-06 NORMA VULKAN 180gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
739392333,BALA 30-06 NORMA WHITETAIL 150gr,,REVISDAR PVP,,79923325323,
923325323,BALA 30-06 NORMA WHITETAIL 150gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
923331553,BALA 30-06 NORMA WHITETAIL 180gr,"NOBEL SPORT ESPAÑA, SAU",,,"7,39E+12",
54041408,BALA 30-06 NOSLER BT 125gr,"IBERICA DE ARMERIAS, SCCL",,,54041400688,
700054902,BALA 30-06 REMINGTON CORE LOKT PSP 180gr,"BORCHERS, SA",,,47700054902,5400650
700054803,BALA 30-06 REMINGTON CORE LOKT SP 180gr,"BORCHERS, SA",,,47700054803,5400660
700055107,BALA 30-06 REMINGTON CORE LOKT SP 220gr,"BORCHERS, SA",,,47700055107,
700415307,BALA 30-06 REMINGTON CORE LOKT TIPPED 150 gr,"BORCHERS, SA",,,47700415307,5403082
47700417,BALA 30-06 REMINGTON CORE LOKT TIPPED 165gr,"BORCHERS, SA",,,47700417707,
47700416,BALA 30-06 REMINGTON CORE LOKT TIPPED 180gr,"BORCHERS, SA",,,47700417806,
47700359,BALA 30-06 REMINGTON SCIROCCO 180gr,"BORCHERS, SA",,,4770035050,
700354002,BALA 30-06 REMINGTON SWIFT SCIROCCO 150gr,"BORCHERS, SA",,,47700354002,
700350509,BALA 30-06 REMINGTON SWIFT SCIROCCO 180gr,"BORCHERS, SA",,,47700350509,
400029420,BALA 30-06 RWS DH GREEN 165gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",RWSMNN000029
294117855,BALA 30-06 RWS DK 165gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
640002941,BALA 30-06 RWS EVO 184gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",RWSMNN000030
294086427,BALA 30-06 RWS EVO GREEN 139gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
294188435,BALA 30-06 RWS HIT GREEN 165gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
524000294,BALA 30-06 RWS ID 150gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
294117770,BALA 30-06 RWS KS 150gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
544000294,BALA 30-06 RWS KS 165gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",RWSMNN000027
294172113,BALA 30-06 RWS SILVER EVO 184gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
400029408,BALA 30-06 RWS ST PRO 165gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
294084737,BALA 30-06 RWS ST PRO SHORT RIFLE 165gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
636400029,BALA 30-06 RWS UNI 180gr,"BERETTA BENELLI IBERICA, SA",,,"4,00E+12",
643805318,BALA 30-06 SAKO GAMEHEAD PRO 165gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000111
643805395,BALA 30-06 SAKO HAMMERHEAD 180gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000061
643805390,BALA 30-06 SAKO HAMMERHEAD SP 220gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",
643805399,BALA 30-06 SAKO S-HAMMERHEAD SP 150gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000060
643805392,BALA 30-06 SAKO S-HAMMERHEAD SP 180gr,"BERETTA BENELLI IBERICA, SA",,,"6,44E+12",MSKMNN000061
M00220000,BALA 30-06 SAX KJG 123.5gr,PROVEDORES VARIOS,,,M0022,
690340910,BALA 30-06 SELLIER BELLOT 150 GR SPCE,"SPORT JADG, SL",,,"8,59E+12",220BA
859069031,BALA 30-06 SELLIER BELLOT PTS 180gr,"SPORT JADG, SL",,,"8,59E+12",
690331628,BALA 30-06 SELLIER BELLOT SP 180 GR,"SPORT JADG, SL",,,"8,59E+12",219BA
20892218,BALA 30-06 WINCHESTER BALLISTIC SILVERTIP 150gr,"AGUIRRE Y CIA, SA",,,20892210288,
892214361,BALA 30-06 WINCHESTER EXPEDITION ACCUBOND 180gr,"AGUIRRE Y CIA, SA",,,20892214361,
20892222,BALA 30-06 WINCHESTER EXTREME POINT 150gr,"AGUIRRE Y CIA, SA",,,20892221772,
20892221,BALA 30-06 WINCHESTER EXTREME POINT 180gr,"AGUIRRE Y CIA, SA",,,20892225701,4450
20892212,BALA 30-06 WINCHESTER POWER MAX BONDED 180gr,"AGUIRRE Y CIA, SA",,,20892218482,28831
20892201,BALA 30-06 WINCHESTER POWER POINT 150gr,"AGUIRRE Y CIA, SA",,,20892200111,24205
20892200,BALA 30-06 WINCHESTER POWER POINT 165gr,"AGUIRRE Y CIA, SA",,,20892200760,
20892204,BALA 30-06 WINCHESTER POWER POINT 180gr,"AGUIRRE Y CIA, SA",,,20892200104,74
465084486,BALA 30-30 FEDERAL POWER SHOCK SP 150gr,"BORCHERS, SA",,,29465084486,
255827309,BALA 30-30 HORNADY LEVER ACTION FTX 160gr,"ARDESA, SA",,,90255827309,
90255821,BALA 30-30 HORNADY MONOFLEX 140gr,"ARDESA, SA",,,90255827361,
54041407,BALA 30-30 NOSLER BT-RN 150gr,"IBERICA DE ARMERIAS, SCCL",,,54041400657,
892200081,BALA 30-30 WINCHESTER POWER POINT 150gr,"AGUIRRE Y CIA, SA",,,20892200081,69
74711540,BALA 30-378 WBY BST 180GR,"NOBEL SPORT ESPAÑA, SAU",,,"7,47E+11",
716876137,BALA 300 BARNES LRX 190gr,"BORCHERS, SA",,,"7,17E+11",
255808773,BALA 300 BLACKOUT HORNADY SUBSONIC 190,"ARDESA, SA",,,90255808773,032-80877
255808735,BALA 300 BLACKOUT HORNADY V-MAX 110gr,"ARDESA, SA",,,90255808735,032-80873
892222670,BALA 300 BLACKOUT WINCHESTER XP 150gr,"AGUIRRE Y CIA, SA",,,20892222670,
294310553,BALA 300 BLASER CDB 165gr,"BLASER OUTDOOR GROUP, SL",,,"4,00E+12",
604544623,BALA 300 BLK FEDERAL FUSION SP 150gr,"BORCHERS, SA",,,"6,05E+11",5900552
656560454,BALA 300 BLK FEDERAL POWER SHOK 150gr,"BORCHERS, SA",,,"6,05E+11",
5900558,BALA 300 FEDERAL AMERICAN EAGLE 150GR,"BORCHERS, SA",,,5900558,AE300BLK1
29465095,BALA 300 FEDERAL FUSION 180gr,"BORCHERS, SA",,,29465098025,5900586
655802946,BALA 300 FEDERAL POWER SHOCK SP 180gr,"BORCHERS, SA",,,29465091415,5900592
